provider_id,provider_name,provider_region,provider_network_status,provider_contract_type,provider_risk_tier,provider_group,provider_start_date
P3442,Dr. Mary Davis,West,Out-of-Network,Fee-for-Service,High,Group C,1/29/2019
P3443,Dr. Elizabeth Smith,West,Out-of-Network,Value-Based,Low,Group C,10/17/2022
P3444,Dr. James Taylor,South,In-Network,Capitated,Low,Academic,9/20/2019
P3445,Dr. John Davis,West,In-Network,Fee-for-Service,Low,Group B,1/25/2022
P3446,Dr. William Taylor,West,In-Network,Value-Based,Medium,Group C,8/31/2023
P3447,Dr. Susan Brown,Midwest,In-Network,Shared Savings,High,Independent,8/13/2015
P3448,Dr. John Williams,Northeast,Out-of-Network,Fee-for-Service,Medium,Group C,7/27/2021
P3449,Dr. Linda Smith,Midwest,Out-of-Network,Fee-for-Service,Medium,Group A,8/3/2019
P3450,Dr. Robert Garcia,Midwest,Out-of-Network,Value-Based,Medium,Group B,3/18/2024
P3451,Dr. Michael Miller,West,Out-of-Network,Shared Savings,Low,Group B,7/12/2021
P3452,Dr. David Miller,South,In-Network,Capitated,Low,Group A,9/3/2017
P3453,Dr. Barbara Brown,Northeast,In-Network,Capitated,Medium,Academic,10/31/2025
P3454,Dr. James Johnson,West,Out-of-Network,Value-Based,Medium,Academic,2/20/2022
P3455,Dr. Jennifer Garcia,Midwest,Out-of-Network,Fee-for-Service,Medium,Group B,3/26/2018
P3456,Dr. Mary Garcia,West,In-Network,Capitated,Medium,Academic,7/5/2018
P3457,Dr. Richard Johnson,West,In-Network,Shared Savings,Medium,Academic,10/8/2020
P3458,Dr. David Taylor,Northeast,Out-of-Network,Capitated,Low,Academic,4/30/2023
P3459,Dr. Jennifer Davis,Northeast,In-Network,Fee-for-Service,Low,Independent,7/15/2023
P3460,Dr. Patricia Williams,West,Out-of-Network,Capitated,High,Group B,12/23/2024
P3461,Dr. David Williams,Northeast,In-Network,Fee-for-Service,Low,Group C,1/7/2015
P3462,Dr. William Miller,South,Out-of-Network,Fee-for-Service,Low,Group A,6/18/2023
P3463,Dr. Linda Johnson,Midwest,Out-of-Network,Value-Based,High,Independent,11/13/2025
P3464,Dr. Susan Anderson,Midwest,Out-of-Network,Value-Based,Low,Group C,6/7/2025
P3465,Dr. Michael Davis,Midwest,In-Network,Capitated,Medium,Group C,6/26/2022
P3466,Dr. James Jones,Northeast,In-Network,Value-Based,Low,Independent,4/30/2021
P3467,Dr. Jennifer Anderson,Northeast,In-Network,Capitated,High,Group A,8/5/2017
P3468,Dr. Barbara Jones,Midwest,Out-of-Network,Capitated,Medium,Group A,11/26/2017
P3469,Dr. John Johnson,South,In-Network,Fee-for-Service,Low,Group B,9/7/2023
P3470,Dr. Linda Taylor,West,In-Network,Value-Based,Medium,Independent,9/21/2020
P3471,Dr. Linda Brown,South,Out-of-Network,Value-Based,High,Group B,6/9/2016
P3472,Dr. Mary Smith,West,Out-of-Network,Value-Based,Medium,Group A,12/22/2022
P3473,Dr. David Smith,West,In-Network,Value-Based,High,Group C,8/4/2021
P3474,Dr. Mary Williams,South,Out-of-Network,Capitated,Low,Group B,2/27/2021
P3475,Dr. Mary Thomas,West,Out-of-Network,Shared Savings,High,Group B,2/3/2022
P3476,Dr. Michael Thomas,Midwest,Out-of-Network,Shared Savings,Low,Independent,8/28/2019
P3477,Dr. Linda Thomas,Northeast,In-Network,Fee-for-Service,Low,Independent,5/23/2023
P3478,Dr. David Thomas,Northeast,Out-of-Network,Value-Based,Medium,Independent,8/22/2023
P3479,Dr. Barbara Taylor,South,Out-of-Network,Capitated,High,Independent,5/21/2025
P3480,Dr. William Wilson,West,Out-of-Network,Value-Based,Low,Group C,1/3/2020
P3481,Dr. Susan Miller,South,Out-of-Network,Capitated,Low,Group A,10/17/2020
P3482,Dr. Michael Jones,West,Out-of-Network,Value-Based,High,Group A,2/20/2018
P3483,Dr. David Williams,South,In-Network,Shared Savings,Low,Academic,2/16/2022
P3484,Dr. Jennifer Davis,Northeast,Out-of-Network,Fee-for-Service,Low,Independent,6/29/2018
P3485,Dr. Robert Johnson,Midwest,In-Network,Fee-for-Service,High,Group A,3/25/2021
P3486,Dr. Robert Brown,Northeast,Out-of-Network,Capitated,Low,Group A,6/7/2024
P3487,Dr. Patricia Johnson,Midwest,Out-of-Network,Capitated,Low,Group B,11/22/2020
P3488,Dr. Mary Garcia,West,In-Network,Value-Based,High,Group C,11/21/2022
P3489,Dr. Mary Jones,Northeast,In-Network,Fee-for-Service,Low,Academic,5/30/2024
P3490,Dr. Jennifer Brown,West,In-Network,Value-Based,Low,Group A,5/26/2017
P3491,Dr. James Davis,Midwest,In-Network,Shared Savings,Medium,Group A,4/4/2016
P3492,Dr. James Davis,Midwest,In-Network,Value-Based,High,Group C,9/16/2018
P3493,Dr. Michael Brown,Midwest,Out-of-Network,Fee-for-Service,Medium,Group C,6/18/2022
P3494,Dr. Elizabeth Smith,Northeast,Out-of-Network,Fee-for-Service,Medium,Group A,12/8/2025
P3495,Dr. Elizabeth Thomas,South,Out-of-Network,Value-Based,Low,Academic,6/30/2023
P3496,Dr. Robert Thomas,South,Out-of-Network,Shared Savings,Medium,Academic,11/1/2018
P3497,Dr. Jennifer Miller,Northeast,Out-of-Network,Shared Savings,Medium,Group A,7/4/2015
P3498,Dr. Robert Smith,West,Out-of-Network,Shared Savings,Medium,Independent,2/1/2021
P3499,Dr. Michael Wilson,West,Out-of-Network,Fee-for-Service,Medium,Academic,8/4/2018
P3500,Dr. John Jones,South,Out-of-Network,Capitated,Medium,Group A,11/5/2022
P3501,Dr. Linda Jones,South,In-Network,Shared Savings,High,Academic,4/5/2017
P3502,Dr. Mary Anderson,Midwest,In-Network,Capitated,Medium,Group C,2/14/2023
P3503,Dr. Barbara Miller,West,In-Network,Value-Based,High,Group B,8/1/2020
P3504,Dr. Jennifer Brown,Midwest,Out-of-Network,Value-Based,High,Group A,3/30/2018
P3505,Dr. William Thomas,Midwest,Out-of-Network,Capitated,Low,Independent,3/10/2016
P3506,Dr. John Thomas,Northeast,Out-of-Network,Capitated,High,Group C,11/19/2025
P3507,Dr. Robert Anderson,Northeast,In-Network,Capitated,Low,Group B,10/14/2025
P3508,Dr. Michael Anderson,Midwest,Out-of-Network,Capitated,Medium,Group B,5/27/2015
P3509,Dr. William Anderson,Midwest,Out-of-Network,Capitated,High,Academic,8/7/2017
P3510,Dr. David Garcia,Northeast,Out-of-Network,Capitated,Low,Group B,7/9/2018
P3511,Dr. Elizabeth Miller,West,Out-of-Network,Shared Savings,Low,Group C,7/18/2017
P3512,Dr. Susan Davis,West,Out-of-Network,Capitated,Medium,Group B,2/16/2025
P3513,Dr. Barbara Brown,Northeast,In-Network,Shared Savings,High,Academic,6/9/2024
P3514,Dr. Robert Thomas,Northeast,In-Network,Fee-for-Service,Low,Group C,8/5/2016
P3515,Dr. Richard Johnson,Midwest,Out-of-Network,Value-Based,High,Independent,1/9/2017
P3516,Dr. Richard Garcia,Northeast,Out-of-Network,Fee-for-Service,Medium,Group C,1/20/2023
P3517,Dr. William Wilson,South,Out-of-Network,Value-Based,High,Group C,7/5/2018
P3518,Dr. David Wilson,Northeast,In-Network,Value-Based,Medium,Group B,5/11/2023
P3519,Dr. Michael Miller,Midwest,In-Network,Fee-for-Service,High,Academic,4/15/2021
P3520,Dr. Susan Smith,Northeast,Out-of-Network,Capitated,Medium,Group A,11/22/2019
P3521,Dr. James Taylor,West,Out-of-Network,Capitated,Low,Independent,11/5/2023
P3522,Dr. Richard Miller,South,Out-of-Network,Capitated,High,Group A,5/27/2019
P3523,Dr. Barbara Anderson,Midwest,In-Network,Shared Savings,Medium,Group B,6/2/2016
P3524,Dr. Richard Jones,Midwest,Out-of-Network,Capitated,Low,Group A,3/29/2021
P3525,Dr. Susan Smith,West,Out-of-Network,Fee-for-Service,Low,Independent,6/25/2020
P3526,Dr. Mary Anderson,Northeast,In-Network,Capitated,Medium,Group A,6/2/2018
P3527,Dr. Michael Johnson,Northeast,In-Network,Capitated,Low,Academic,6/3/2017
P3528,Dr. Robert Johnson,Northeast,In-Network,Capitated,High,Independent,4/8/2021
P3529,Dr. Linda Brown,South,In-Network,Capitated,High,Group C,12/31/2016
P3530,Dr. John Miller,Midwest,Out-of-Network,Capitated,High,Independent,2/29/2024
P3531,Dr. Linda Williams,West,In-Network,Fee-for-Service,High,Group C,9/28/2025
P3532,Dr. John Brown,Midwest,Out-of-Network,Fee-for-Service,High,Independent,9/1/2018
P3533,Dr. Susan Brown,Midwest,In-Network,Shared Savings,Low,Independent,6/25/2024
P3534,Dr. Michael Anderson,Northeast,In-Network,Capitated,Medium,Group A,4/9/2018
P3535,Dr. Jennifer Miller,South,Out-of-Network,Value-Based,Medium,Group A,7/24/2024
P3536,Dr. Mary Anderson,Midwest,Out-of-Network,Value-Based,Low,Independent,7/9/2020
P3537,Dr. William Taylor,Midwest,Out-of-Network,Fee-for-Service,Medium,Group B,9/21/2016
P3538,Dr. Michael Thomas,Midwest,In-Network,Fee-for-Service,High,Independent,8/16/2017
P3539,Dr. Michael Garcia,Midwest,In-Network,Capitated,Medium,Group C,6/30/2020
P3540,Dr. David Williams,South,Out-of-Network,Shared Savings,Medium,Academic,10/20/2016
P3541,Dr. Mary Thomas,South,In-Network,Fee-for-Service,Low,Group B,4/20/2019
P3542,Dr. James Smith,Northeast,In-Network,Shared Savings,Medium,Group C,3/28/2020
P3543,Dr. Michael Brown,Midwest,Out-of-Network,Value-Based,Low,Independent,8/22/2019
P3544,Dr. Linda Brown,Northeast,In-Network,Capitated,Medium,Group C,9/21/2025
P3545,Dr. James Taylor,West,In-Network,Capitated,High,Group C,9/5/2021
P3546,Dr. Mary Taylor,West,In-Network,Value-Based,High,Academic,6/9/2020
P3547,Dr. David Garcia,Northeast,Out-of-Network,Shared Savings,Low,Academic,5/20/2022
P3548,Dr. Patricia Garcia,West,Out-of-Network,Capitated,High,Independent,7/16/2017
P3549,Dr. Michael Wilson,South,Out-of-Network,Fee-for-Service,Medium,Independent,12/3/2021
P3550,Dr. Jennifer Smith,Midwest,In-Network,Fee-for-Service,High,Independent,7/16/2015
P3551,Dr. Robert Johnson,Midwest,Out-of-Network,Shared Savings,High,Group B,10/3/2020
P3552,Dr. Elizabeth Brown,Midwest,Out-of-Network,Shared Savings,Medium,Group A,2/5/2015
P3553,Dr. Jennifer Jones,South,Out-of-Network,Shared Savings,Low,Independent,3/25/2019
P3554,Dr. John Garcia,Midwest,Out-of-Network,Shared Savings,High,Academic,6/9/2020
P3555,Dr. Linda Miller,Midwest,In-Network,Fee-for-Service,Medium,Group A,12/26/2025
P3556,Dr. Patricia Miller,South,In-Network,Value-Based,Medium,Group B,1/4/2021
P3557,Dr. Mary Williams,South,In-Network,Shared Savings,Medium,Independent,5/19/2020
P3558,Dr. Susan Thomas,Midwest,Out-of-Network,Value-Based,Medium,Academic,12/4/2017
P3559,Dr. James Thomas,Northeast,Out-of-Network,Shared Savings,High,Academic,8/27/2015
P3560,Dr. Barbara Miller,Midwest,In-Network,Fee-for-Service,Medium,Group B,4/9/2016
P3561,Dr. Mary Wilson,South,Out-of-Network,Shared Savings,Low,Academic,1/19/2019
P3562,Dr. Linda Brown,South,In-Network,Fee-for-Service,High,Group B,1/14/2017
P3563,Dr. Mary Jones,West,In-Network,Value-Based,High,Academic,4/23/2015
P3564,Dr. Patricia Thomas,West,In-Network,Shared Savings,High,Group C,4/16/2020
P3565,Dr. Richard Anderson,South,Out-of-Network,Fee-for-Service,High,Group B,3/4/2015
P3566,Dr. Susan Davis,Northeast,In-Network,Fee-for-Service,Low,Group B,1/24/2026
P3567,Dr. Barbara Miller,Northeast,In-Network,Fee-for-Service,Low,Independent,2/21/2026
P3568,Dr. Patricia Smith,Northeast,Out-of-Network,Fee-for-Service,Medium,Group A,5/19/2017
P3569,Dr. Patricia Taylor,Northeast,Out-of-Network,Capitated,High,Independent,11/14/2020
P3570,Dr. Elizabeth Johnson,West,In-Network,Capitated,Low,Independent,7/29/2019
P3571,Dr. Barbara Thomas,West,In-Network,Value-Based,High,Independent,2/2/2017
P3572,Dr. Linda Brown,Midwest,In-Network,Value-Based,Medium,Group B,11/29/2016
P3573,Dr. Michael Thomas,Midwest,In-Network,Value-Based,High,Academic,7/17/2017
P3574,Dr. James Thomas,Northeast,In-Network,Shared Savings,Low,Independent,2/16/2020
P3575,Dr. Barbara Davis,Midwest,Out-of-Network,Shared Savings,High,Independent,10/4/2021
P3576,Dr. Linda Johnson,Midwest,Out-of-Network,Shared Savings,High,Academic,6/6/2020
P3577,Dr. Patricia Davis,South,Out-of-Network,Fee-for-Service,Medium,Group C,2/29/2024
P3578,Dr. Barbara Taylor,West,In-Network,Fee-for-Service,High,Group B,9/25/2015
P3579,Dr. Linda Williams,Northeast,Out-of-Network,Fee-for-Service,High,Group A,12/28/2025
P3580,Dr. David Davis,West,In-Network,Value-Based,High,Academic,1/13/2022
P3581,Dr. Susan Thomas,West,In-Network,Shared Savings,Medium,Group A,2/19/2023
P3582,Dr. Robert Anderson,Northeast,Out-of-Network,Capitated,Medium,Academic,11/1/2021
P3583,Dr. Michael Brown,South,In-Network,Fee-for-Service,High,Group C,11/30/2022
P3584,Dr. Barbara Miller,South,Out-of-Network,Fee-for-Service,High,Group B,4/24/2016
P3585,Dr. Patricia Smith,Midwest,Out-of-Network,Fee-for-Service,Medium,Group B,8/1/2018
P3586,Dr. John Taylor,West,Out-of-Network,Shared Savings,Low,Group C,2/12/2018
P3587,Dr. John Anderson,Midwest,In-Network,Shared Savings,High,Independent,11/20/2019
P3588,Dr. Richard Johnson,West,In-Network,Value-Based,High,Independent,1/12/2017
P3589,Dr. Richard Miller,Northeast,In-Network,Value-Based,Low,Group A,6/3/2019
P3590,Dr. Susan Taylor,West,Out-of-Network,Value-Based,High,Group C,7/20/2015
P3591,Dr. Patricia Thomas,South,Out-of-Network,Capitated,Medium,Group B,3/25/2024
P3592,Dr. Barbara Taylor,Midwest,In-Network,Shared Savings,Medium,Group C,8/9/2016
P3593,Dr. James Thomas,Northeast,Out-of-Network,Capitated,High,Group A,11/7/2025
P3594,Dr. Linda Thomas,Northeast,In-Network,Shared Savings,Low,Group C,12/30/2024
P3595,Dr. Robert Williams,South,In-Network,Shared Savings,Low,Independent,5/12/2015
P3596,Dr. Patricia Thomas,West,In-Network,Fee-for-Service,Low,Group B,2/14/2015
P3597,Dr. Robert Smith,South,Out-of-Network,Capitated,Medium,Group B,10/27/2023
P3598,Dr. Elizabeth Taylor,Northeast,In-Network,Capitated,High,Group A,2/18/2020
P3599,Dr. David Brown,West,Out-of-Network,Value-Based,Low,Academic,7/28/2016
P3600,Dr. Patricia Garcia,Northeast,In-Network,Capitated,High,Group A,9/10/2025
P3601,Dr. Robert Jones,Northeast,In-Network,Fee-for-Service,Low,Group A,8/11/2020
P3602,Dr. Barbara Williams,Midwest,In-Network,Fee-for-Service,Medium,Academic,6/22/2022
P3603,Dr. Robert Williams,South,Out-of-Network,Capitated,Low,Group A,10/30/2015
P3604,Dr. Elizabeth Smith,South,In-Network,Capitated,High,Academic,11/11/2018
P3605,Dr. Michael Jones,Midwest,In-Network,Capitated,High,Group A,7/26/2020
P3606,Dr. Mary Brown,Midwest,In-Network,Fee-for-Service,Medium,Group A,3/1/2021
P3607,Dr. Jennifer Wilson,West,Out-of-Network,Value-Based,Low,Academic,12/21/2022
P3608,Dr. Robert Anderson,South,Out-of-Network,Value-Based,Medium,Group C,2/22/2025
P3609,Dr. Elizabeth Brown,South,Out-of-Network,Value-Based,Low,Group C,2/9/2023
P3610,Dr. Mary Wilson,Northeast,Out-of-Network,Capitated,Low,Group A,1/24/2021
P3611,Dr. Mary Smith,South,In-Network,Shared Savings,Medium,Group C,8/30/2024
P3612,Dr. Susan Wilson,South,Out-of-Network,Value-Based,High,Group B,8/10/2021
P3613,Dr. Jennifer Brown,Midwest,In-Network,Shared Savings,Low,Group C,6/10/2022
P3614,Dr. John Smith,West,Out-of-Network,Capitated,Low,Group B,5/9/2021
P3615,Dr. Elizabeth Thomas,South,In-Network,Value-Based,Medium,Group A,12/19/2024
P3616,Dr. Barbara Brown,West,In-Network,Fee-for-Service,High,Academic,7/11/2018
P3617,Dr. Michael Taylor,West,Out-of-Network,Value-Based,High,Academic,12/17/2018
P3618,Dr. James Williams,West,Out-of-Network,Value-Based,High,Group C,8/21/2016
P3619,Dr. Linda Jones,Midwest,Out-of-Network,Value-Based,Medium,Independent,2/24/2017
P3620,Dr. John Jones,Northeast,In-Network,Value-Based,Medium,Academic,7/26/2016
P3621,Dr. Barbara Taylor,Midwest,In-Network,Capitated,High,Independent,7/6/2016
P3622,Dr. John Jones,West,Out-of-Network,Value-Based,Medium,Group A,3/4/2017
P3623,Dr. Barbara Thomas,Midwest,In-Network,Shared Savings,High,Academic,9/10/2015
P3624,Dr. Elizabeth Wilson,Midwest,Out-of-Network,Fee-for-Service,Low,Group C,2/11/2015
P3625,Dr. Susan Smith,South,Out-of-Network,Value-Based,Medium,Academic,5/25/2018
P3626,Dr. David Davis,Midwest,Out-of-Network,Fee-for-Service,Medium,Group C,12/9/2015
P3627,Dr. Jennifer Wilson,Northeast,Out-of-Network,Capitated,Low,Group B,12/25/2016
P3628,Dr. John Williams,West,In-Network,Capitated,Low,Group C,6/5/2024
P3629,Dr. David Davis,West,In-Network,Capitated,Medium,Group C,1/13/2018
P3630,Dr. Robert Smith,Northeast,Out-of-Network,Capitated,Low,Academic,7/16/2023
P3631,Dr. David Taylor,Northeast,In-Network,Value-Based,Low,Group A,4/29/2019
P3632,Dr. Susan Wilson,Midwest,In-Network,Fee-for-Service,Medium,Group A,9/26/2022
P3633,Dr. William Garcia,Midwest,In-Network,Fee-for-Service,Medium,Group A,8/25/2017
P3634,Dr. David Wilson,West,Out-of-Network,Value-Based,Medium,Independent,12/13/2023
P3635,Dr. Michael Thomas,Northeast,Out-of-Network,Value-Based,High,Academic,7/11/2023
P3636,Dr. Robert Wilson,West,Out-of-Network,Shared Savings,Low,Group C,3/28/2018
P3637,Dr. Susan Wilson,Northeast,Out-of-Network,Fee-for-Service,Low,Group A,1/10/2026
P3638,Dr. Susan Brown,Northeast,In-Network,Fee-for-Service,Low,Group C,3/15/2018
P3639,Dr. Mary Wilson,South,Out-of-Network,Fee-for-Service,Medium,Group C,4/18/2025
P3640,Dr. Patricia Taylor,Northeast,In-Network,Fee-for-Service,High,Group B,1/31/2023
P3641,Dr. William Anderson,Midwest,Out-of-Network,Capitated,Low,Group B,1/29/2022
P3642,Dr. Michael Smith,Midwest,In-Network,Capitated,High,Group C,4/26/2019
P3643,Dr. Elizabeth Anderson,South,In-Network,Capitated,Low,Independent,4/8/2017
P3644,Dr. Michael Jones,South,In-Network,Capitated,High,Group A,1/23/2016
P3645,Dr. Linda Taylor,South,In-Network,Capitated,Medium,Group B,6/14/2020
P3646,Dr. Elizabeth Smith,Northeast,In-Network,Fee-for-Service,High,Group A,3/13/2017
P3647,Dr. Susan Williams,South,Out-of-Network,Capitated,Medium,Group B,1/17/2015
P3648,Dr. Michael Taylor,South,Out-of-Network,Fee-for-Service,Medium,Academic,10/17/2018
P3649,Dr. John Thomas,Northeast,In-Network,Capitated,Low,Independent,2/17/2017
P3650,Dr. Susan Miller,Northeast,Out-of-Network,Fee-for-Service,Low,Independent,11/3/2024
P3651,Dr. David Brown,Midwest,In-Network,Fee-for-Service,High,Group A,11/5/2017
P3652,Dr. William Taylor,South,In-Network,Fee-for-Service,Low,Independent,8/5/2023
P3653,Dr. Mary Williams,West,In-Network,Shared Savings,High,Group C,11/22/2023
P3654,Dr. Elizabeth Johnson,South,Out-of-Network,Fee-for-Service,Low,Group C,1/15/2025
P3655,Dr. Barbara Miller,South,In-Network,Capitated,High,Group B,5/6/2024
P3656,Dr. James Miller,South,Out-of-Network,Capitated,Medium,Group C,10/18/2021
P3657,Dr. Michael Wilson,South,Out-of-Network,Capitated,High,Group B,1/16/2016
P3658,Dr. Barbara Davis,West,In-Network,Shared Savings,Low,Academic,1/31/2023
P3659,Dr. Jennifer Wilson,West,Out-of-Network,Shared Savings,Medium,Group C,10/10/2020
P3660,Dr. Mary Davis,Northeast,Out-of-Network,Value-Based,Low,Group B,7/16/2022
P3661,Dr. Michael Jones,Northeast,Out-of-Network,Capitated,Low,Academic,10/10/2018
P3662,Dr. Patricia Taylor,West,Out-of-Network,Shared Savings,High,Independent,6/2/2016
P3663,Dr. Michael Davis,Midwest,Out-of-Network,Fee-for-Service,Low,Academic,7/30/2015
P3664,Dr. Jennifer Miller,Northeast,In-Network,Value-Based,Medium,Group A,10/9/2018
P3665,Dr. Richard Miller,Northeast,Out-of-Network,Value-Based,Medium,Independent,3/14/2025
P3666,Dr. Michael Jones,South,In-Network,Shared Savings,High,Independent,11/17/2017
P3667,Dr. Michael Anderson,Northeast,In-Network,Value-Based,High,Group C,8/19/2023
P3668,Dr. Mary Wilson,Midwest,In-Network,Value-Based,Low,Group C,4/19/2015
P3669,Dr. Linda Taylor,West,In-Network,Fee-for-Service,Medium,Independent,8/19/2015
P3670,Dr. John Thomas,Midwest,Out-of-Network,Capitated,High,Group A,8/17/2023
P3671,Dr. James Brown,Midwest,Out-of-Network,Capitated,Low,Group B,9/1/2023
P3672,Dr. William Taylor,Northeast,Out-of-Network,Shared Savings,Medium,Academic,11/29/2024
P3673,Dr. Patricia Jones,South,In-Network,Capitated,High,Independent,11/18/2022
P3674,Dr. Patricia Davis,Midwest,In-Network,Value-Based,High,Group A,7/4/2021
P3675,Dr. Linda Garcia,South,In-Network,Value-Based,Medium,Group A,7/15/2015
P3676,Dr. Elizabeth Brown,Northeast,In-Network,Fee-for-Service,High,Academic,5/4/2021
P3677,Dr. David Brown,Northeast,Out-of-Network,Fee-for-Service,Low,Group C,12/6/2018
P3678,Dr. Jennifer Thomas,West,Out-of-Network,Shared Savings,Low,Group C,6/23/2018
P3679,Dr. John Brown,West,Out-of-Network,Shared Savings,Medium,Group C,6/16/2018
P3680,Dr. Linda Smith,West,Out-of-Network,Shared Savings,High,Group C,4/25/2024
P3681,Dr. Robert Garcia,South,In-Network,Shared Savings,Low,Group A,9/2/2015
P3682,Dr. Elizabeth Jones,South,Out-of-Network,Fee-for-Service,High,Independent,9/16/2017
P3683,Dr. Jennifer Jones,Midwest,Out-of-Network,Capitated,Low,Academic,5/8/2015
P3684,Dr. Elizabeth Davis,Midwest,In-Network,Capitated,Medium,Academic,4/4/2021
P3685,Dr. Susan Anderson,Northeast,Out-of-Network,Value-Based,Low,Group A,7/12/2020
P3686,Dr. David Miller,West,Out-of-Network,Value-Based,Medium,Group A,3/27/2022
P3687,Dr. James Garcia,South,In-Network,Shared Savings,Medium,Independent,4/24/2023
P3688,Dr. John Williams,West,Out-of-Network,Shared Savings,High,Group C,12/27/2019
P3689,Dr. Robert Johnson,South,In-Network,Fee-for-Service,Medium,Group C,12/27/2015
P3690,Dr. Patricia Anderson,Midwest,In-Network,Shared Savings,Medium,Group B,2/9/2015
P3691,Dr. Linda Davis,Northeast,Out-of-Network,Capitated,High,Independent,3/18/2016
P3692,Dr. Richard Jones,West,Out-of-Network,Value-Based,Medium,Group C,10/28/2023
P3693,Dr. Michael Wilson,Northeast,Out-of-Network,Shared Savings,Medium,Group B,5/22/2018
P3694,Dr. Mary Brown,South,Out-of-Network,Value-Based,Low,Group B,4/4/2017
P3695,Dr. Jennifer Wilson,West,In-Network,Fee-for-Service,Low,Independent,8/4/2022
P3696,Dr. Patricia Thomas,Midwest,Out-of-Network,Capitated,Low,Academic,3/1/2020
P3697,Dr. Robert Wilson,Northeast,In-Network,Fee-for-Service,High,Independent,12/3/2024
P3698,Dr. Linda Brown,Northeast,Out-of-Network,Value-Based,High,Group A,11/4/2020
P3699,Dr. John Anderson,West,Out-of-Network,Capitated,High,Independent,9/1/2015
P3700,Dr. Barbara Taylor,South,Out-of-Network,Capitated,High,Group A,6/5/2020
P3701,Dr. Robert Thomas,Northeast,In-Network,Shared Savings,Medium,Group A,12/28/2015
P3702,Dr. Michael Anderson,Midwest,Out-of-Network,Shared Savings,Medium,Academic,2/29/2020
P3703,Dr. David Williams,West,In-Network,Fee-for-Service,Medium,Group C,1/7/2018
P3704,Dr. Mary Anderson,Midwest,In-Network,Fee-for-Service,Low,Group A,6/13/2023
P3705,Dr. James Thomas,South,Out-of-Network,Capitated,Low,Academic,8/3/2022
P3706,Dr. Linda Smith,Northeast,In-Network,Shared Savings,High,Group B,3/28/2023
P3707,Dr. Linda Williams,Northeast,Out-of-Network,Shared Savings,High,Group B,6/6/2018
P3708,Dr. Richard Brown,Northeast,Out-of-Network,Capitated,High,Independent,4/5/2024
P3709,Dr. Susan Thomas,Northeast,Out-of-Network,Capitated,Low,Group A,2/1/2025
P3710,Dr. Patricia Thomas,Northeast,In-Network,Capitated,Low,Independent,1/6/2015
P3711,Dr. Mary Wilson,Northeast,In-Network,Value-Based,Low,Academic,7/31/2020
P3712,Dr. Jennifer Taylor,South,Out-of-Network,Value-Based,High,Independent,1/29/2015
P3713,Dr. Elizabeth Thomas,Northeast,Out-of-Network,Value-Based,Medium,Group B,11/5/2019
P3714,Dr. Patricia Johnson,South,Out-of-Network,Capitated,Low,Academic,7/27/2016
P3715,Dr. David Thomas,Midwest,Out-of-Network,Fee-for-Service,Low,Independent,2/9/2022
P3716,Dr. Barbara Davis,Northeast,In-Network,Shared Savings,Medium,Academic,6/27/2024
P3717,Dr. Patricia Taylor,Northeast,In-Network,Value-Based,Low,Group C,11/3/2022
P3718,Dr. John Garcia,Midwest,Out-of-Network,Value-Based,Low,Independent,9/7/2023
P3719,Dr. John Smith,Midwest,In-Network,Shared Savings,Low,Academic,12/17/2024
P3720,Dr. Richard Smith,South,In-Network,Shared Savings,Medium,Group A,5/17/2023
P3721,Dr. James Brown,South,In-Network,Shared Savings,Medium,Group A,4/24/2020
P3722,Dr. David Davis,South,Out-of-Network,Shared Savings,High,Independent,6/11/2019
P3723,Dr. Richard Johnson,Northeast,In-Network,Shared Savings,Medium,Independent,12/12/2021
P3724,Dr. Mary Wilson,Northeast,Out-of-Network,Shared Savings,Medium,Independent,2/29/2016
P3725,Dr. Elizabeth Smith,West,In-Network,Value-Based,High,Group A,3/4/2024
P3726,Dr. Elizabeth Miller,Northeast,Out-of-Network,Shared Savings,High,Group C,11/26/2015
P3727,Dr. Robert Jones,Northeast,Out-of-Network,Shared Savings,High,Group A,9/24/2024
P3728,Dr. William Wilson,Northeast,In-Network,Capitated,High,Group C,11/2/2020
P3729,Dr. Mary Davis,South,In-Network,Fee-for-Service,Low,Group A,10/9/2023
P3730,Dr. John Miller,West,In-Network,Capitated,Medium,Academic,3/28/2022
P3731,Dr. Michael Thomas,South,Out-of-Network,Capitated,Medium,Group A,12/6/2018
P3732,Dr. John Taylor,South,Out-of-Network,Value-Based,Low,Group A,8/5/2018
P3733,Dr. William Williams,West,Out-of-Network,Shared Savings,High,Group A,2/15/2020
P3734,Dr. Barbara Johnson,West,In-Network,Value-Based,Medium,Academic,8/29/2016
P3735,Dr. Barbara Taylor,Midwest,Out-of-Network,Fee-for-Service,High,Academic,11/13/2016
P3736,Dr. Michael Johnson,West,In-Network,Fee-for-Service,High,Independent,10/7/2022
P3737,Dr. James Anderson,South,Out-of-Network,Fee-for-Service,High,Academic,12/3/2015
P3738,Dr. Jennifer Thomas,West,Out-of-Network,Value-Based,Low,Group C,4/29/2024
P3739,Dr. Robert Thomas,Midwest,Out-of-Network,Value-Based,Low,Academic,3/27/2021
P3740,Dr. Patricia Davis,South,In-Network,Value-Based,High,Group C,5/3/2018
P3741,Dr. Susan Smith,West,In-Network,Shared Savings,High,Independent,3/12/2023
P3742,Dr. John Miller,South,Out-of-Network,Value-Based,Medium,Independent,9/14/2019
